,CMT_SJ1_19Aug24_Gill_S203_L005,CMT_SJ1_20Jun24_Gill_S191_L005,CMT_SJ1_22Jul24_Gill_S197_L005,CMT_SJ2_19Aug24_Gill_S204_L005,CMT_SJ2_20Jun24_Gill_S192_L005,CMT_SJ2_22Jul24_Gill_S198_L005,CMT_SJ3_19Aug24_Gill_S205_L005,CMT_SJ3_20Jun24_Gill_S193_L005,CMT_SJ3_22Jul24_Gill_S199_L005,DAF_SJ1_20Aug24_Gill_S206_L005,DAF_SJ1_21Jun24_Gill_S194_L005,DAF_SJ1_23Jul24_Gill_S200_L005,DAF_SJ2_20Aug24_Gill_S207_L005,DAF_SJ2_21Jun24_Gill_S195_L005,DAF_SJ2_23Jul24_Gill_S201_L005,DAF_SJ3_20Aug24_Gill_S208_L005,DAF_SJ3_21Jun24_Gill_S196_L005,DAF_SJ3_23Jul24_Gill_S202_L005
evm.TU.ctg36.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg53.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg91.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg91.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg91.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg91.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg91.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
evm.TU.ctg91.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg91.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg91.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg91.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg237.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg237.3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg248.1,2,2,1,6,0,0,0,0,0,0,2,1,1,0,0,0,2,0
evm.TU.ctg248.2,2,0,0,2,0,0,0,0,1,0,1,0,0,0,0,1,1,0
evm.TU.ctg248.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg248.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg248.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
evm.TU.ctg248.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg248.15,5,2,3,14,2,2,6,1,1,1,10,5,0,3,1,4,6,3
evm.TU.ctg162.8,1,3,59,2,0,2,1,52,65,87,0,1,0,0,0,135,112,27
evm.TU.ctg85.1,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,2
evm.TU.ctg85.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg85.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg193.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg274.1,0,3,0,3,0,15,0,0,0,6,5,1,0,5,0,0,2,0
evm.TU.ctg274.2,0,2,0,0,0,2,0,0,0,2,1,0,0,5,0,0,5,0
evm.TU.ctg274.3,1108,619,884,402,643,640,729,757,643,524,948,837,524,655,735,835,513,934
evm.TU.ctg274.4,629,583,482,963,495,719,456,462,1464,514,772,700,358,665,1054,755,1301,388
evm.TU.ctg274.10,1249,946,1006,1409,938,778,1478,1347,2052,804,1765,2115,559,1711,392,2014,1017,1003
evm.TU.ctg274.11,434,1280,501,395,788,1200,1292,559,2148,363,273,1295,351,1088,1510,658,1450,203
evm.TU.ctg274.12,0,1,12,0,1,0,2,0,2,0,1,14,0,0,0,0,0,0
evm.TU.ctg274.13,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,14,0
evm.TU.ctg274.14,0,21,217,7,138,2,99,3,108,21,0,60,21,84,8,57,0,89
evm.TU.ctg274.15,2552,1497,1650,2925,2114,2214,2014,1935,1431,2113,1778,1917,2038,2174,2829,2020,2221,1948
evm.TU.ctg274.16,0,0,0,0,0,0,1,0,5,0,0,0,2,0,0,0,0,2
evm.TU.ctg274.18,1221,1039,1594,1080,2216,1311,1483,1514,2691,2276,3231,1278,1893,2492,3031,860,2221,1179
evm.TU.ctg274.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg274.20,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
evm.TU.ctg274.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg274.22,461,92,189,95,169,211,247,130,191,241,364,40,234,191,261,152,223,16
evm.TU.ctg274.23,10101,6866,8975,9698,6756,5147,7665,9777,9641,8136,7924,7534,6280,7583,8159,7144,9142,8046
evm.TU.ctg274.24,69,15,210,24,83,28,120,29,41,83,121,250,78,146,229,7,32,3
evm.TU.ctg274.25,0,0,0,1,0,0,2,0,6,2,18,4,0,15,0,5,0,2
evm.TU.ctg274.27,8,46,0,2,9,9,7,11,7,16,5,25,2,97,6,14,23,4
evm.TU.ctg274.28,49,115,95,19,133,133,180,41,74,193,74,180,190,264,38,54,56,13
evm.TU.ctg274.29,1,0,32,16,69,1,0,0,431,226,0,46,188,0,0,38,0,226
evm.TU.ctg274.30,16,7,7,13,38,7,23,3,9,10,25,11,8,35,13,8,24,5
evm.TU.ctg274.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg274.32,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
evm.TU.ctg274.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg274.34,14,22,190,607,73,6,6,25,13,1,4,77,0,10,18,30,60,111
evm.TU.ctg274.37,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,413,0
evm.TU.ctg274.40,1024,1170,521,1202,916,2584,1528,859,1351,1227,1322,1321,1108,1057,1058,1025,1237,1635
evm.TU.ctg274.41,5549,15565,4393,8794,21127,5854,5348,27901,9457,8976,1241,8487,7657,1314,13105,1306,16580,2573
evm.TU.ctg274.42,4,5,5,0,1,2,148,0,6,18,7,15,0,49,2,0,30,83
evm.TU.ctg274.43,0,0,1085,23,1895,934,1360,1051,0,0,0,0,0,0,1280,0,0,906
evm.TU.ctg274.45,227,35,106,71,102,127,44,83,334,44,96,22,54,84,81,38,263,306
evm.TU.ctg274.46,10252,11880,15655,6622,10070,19447,11110,3348,15383,8460,18272,7919,8603,17633,18518,11803,16228,14451
evm.TU.ctg274.47,537,373,1012,468,427,559,792,580,746,550,466,344,486,472,736,437,696,773
evm.TU.ctg274.48,191,149,300,243,519,217,151,304,524,82,323,534,63,314,110,142,312,263
evm.TU.ctg274.49,1,7,6,0,6,4,2,0,2,1,10,8,0,26,2,11,1,22
evm.TU.ctg274.50,2802,3766,1387,9555,3468,10418,3550,16277,3078,1662,18067,4887,7025,6946,1258,5490,1129,3436
evm.TU.ctg274.51,2593,8139,878,11252,4392,9362,3405,29656,5184,1124,27101,5145,6633,8917,2243,7402,225,4558
evm.TU.ctg274.52,63,224,142,120,174,178,151,165,115,53,322,157,70,168,74,34,232,78
evm.TU.ctg274.53,16,88,69,36,60,45,20,53,20,20,51,56,24,25,12,69,26,106
evm.TU.ctg274.54,183,233,100,34,79,193,81,90,189,48,232,67,43,30,59,77,89,69
evm.TU.ctg274.56,0,1636,0,0,0,0,0,0,0,0,802,0,0,0,1250,0,2271,0
evm.TU.ctg274.57,189,607,157,131,99,408,110,181,245,123,259,1284,143,10,59,333,259,1087
evm.TU.ctg274.58,0,0,0,1,0,0,7,1,0,1,0,0,0,0,0,0,0,0
evm.TU.ctg274.59,2,0,2,6,0,0,0,0,0,6,2,6,0,6,0,0,3,0
evm.TU.ctg274.60,0,1,0,1,0,2,0,0,0,0,0,1,0,0,0,0,1,2
evm.TU.ctg274.61,487,125,203,563,294,89,322,189,202,351,591,167,269,515,255,320,518,292
evm.TU.ctg274.62,842,2725,652,2733,4282,1503,864,1711,1423,1454,1554,2124,1244,2045,1936,1009,3124,305
evm.TU.ctg274.63,0,0,0,0,6,0,6,0,0,9,0,0,10,248,0,0,0,0
evm.TU.ctg274.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg274.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg274.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg132.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg132.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg132.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg132.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg215.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg84.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg84.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg84.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg84.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg84.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg84.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg267.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg258.3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg258.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg16.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg16.10,0,0,0,3,0,0,0,0,2,2,0,0,0,0,0,0,2,0
evm.TU.ctg106.2,4,0,0,0,0,0,3,1,1,25,1,0,47,0,0,30,4,2
evm.TU.ctg106.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg106.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg106.9,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0
evm.TU.ctg106.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg106.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg106.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg106.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg50.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg50.5,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,1,0
evm.TU.ctg50.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg50.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg50.8,1,1,0,7,0,99,0,116,195,2,0,0,1,102,60,0,306,0
evm.TU.ctg50.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg50.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg50.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg268.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg83.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg83.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg83.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg83.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg83.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg83.12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg30.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg152.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg152.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg152.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg152.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg152.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg152.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg152.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg152.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg152.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg152.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg152.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg86.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg86.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg86.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg86.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg238.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg238.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg238.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg238.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg238.6,0,0,1,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0
evm.TU.ctg238.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg238.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg238.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg238.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg238.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg247.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg77.1,4,2,6,12,2,0,0,4,1,0,9,2,4,4,0,6,0,0
evm.TU.ctg77.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg77.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg77.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg77.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg77.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg77.20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg77.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg77.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg77.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg77.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg276.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg276.4,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
evm.TU.ctg195.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg213.1,36,363,200,364,579,566,466,148,769,308,496,357,404,157,656,355,318,336
evm.TU.ctg177.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg177.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg177.5,2,0,0,0,2,0,0,2,0,0,2,0,4,0,0,2,2,0
evm.TU.ctg177.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg177.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg177.13,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
evm.TU.ctg177.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg120.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg120.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg146.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg146.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg129.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg129.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg129.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg129.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg129.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg129.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg129.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg129.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg54.8,9,5,3,14,4,4,3,4,4,4,8,4,2,0,0,4,11,5
evm.TU.ctg54.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg54.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg54.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg54.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg54.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg27.2,7,4,5,55,7,9,3,7,34,4,19,4,9,5,5,13,16,8
evm.TU.ctg27.3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
evm.TU.ctg27.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg27.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg27.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg27.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
evm.TU.ctg27.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg27.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg27.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg27.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg27.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg27.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg27.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg27.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg27.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg27.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg27.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg164.1,0,0,0,14,1,0,0,0,0,0,0,10,6,0,0,0,0,0
evm.TU.ctg164.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg164.3,2,1,0,6,1,2,0,0,0,0,1,3,0,1,0,3,2,4
evm.TU.ctg164.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
evm.TU.ctg164.5,3,0,0,1,0,1,1,0,0,0,0,2,0,0,5,3,2,0
evm.TU.ctg164.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg164.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg164.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg164.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg164.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
evm.TU.ctg164.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg164.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg164.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg164.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg164.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg164.20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg164.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg164.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg35.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg35.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg35.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg35.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg35.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg35.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg35.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg35.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg35.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg35.40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg241.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg241.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg241.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg241.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg241.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg241.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg241.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg134.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg34.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg34.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg34.16,4,1,2,2,0,6,0,2,0,2,0,0,0,0,0,0,2,0
evm.TU.ctg34.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg34.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg189.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg156.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg156.2,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0
evm.TU.ctg156.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg156.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg156.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg156.12,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg67.10,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,4,0
evm.TU.ctg67.11,3,6,1,20,1,1,4,5,0,3,7,7,2,0,4,5,6,6
evm.TU.ctg67.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg67.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg67.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg67.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg67.16,327,5,127,938,0,102,57,67,181,118,230,66,56,94,162,65,296,1
evm.TU.ctg67.17,43,3,23,109,2,12,9,8,30,19,37,9,4,13,21,9,28,5
evm.TU.ctg69.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg205.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg205.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg205.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg29.2,14,10,8,27,7,8,11,7,13,20,13,10,3,9,5,18,19,8
evm.TU.ctg29.6,0,0,0,4,0,6,0,0,0,0,2,0,2,0,4,6,4,4
evm.TU.ctg29.7,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0
evm.TU.ctg29.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg29.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg29.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg29.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg29.14,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
evm.TU.ctg29.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg29.16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg29.18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
